FrameSync,DateTime (UTC-07:00),Temperature (Celsius),Conductivity (uS/cm),Pressure (Decibar),Oxygen (mg/L),pH (pH),Chlorophyll (ug/l),Turbidity (NTU),Chlorophyll StdDev (ug/l),Turbidity StdDev (NTU),Salinity (psu),Sound Velocity (m/sec),Spec Conductivity (uS/cm),Oxygen Sat (%),Date,Time (UTC-07:00),Sample Number,Event Flags
HCEP03730715,08/05/2024 23:02:00,  18.2176,  42214.2,    0.807,  7.626,8.03,44.557,1695.751,1.29,0.77,  31.7038, 1512.700,  48839.2,    97.80, 05 Aug 2024, 23:02:00, 1371, 0
HCEP03730715,08/05/2024 23:04:00,  18.2204,  42216.7,    0.807,  7.623,8.03,44.405,1693.694,1.26,2.71,  31.7036, 1512.708,  48838.8,    97.77, 05 Aug 2024, 23:04:00, 1372, 0
HCEP03730715,08/05/2024 23:06:00,  18.2224,  42218.7,    0.807,  7.622,8.03,44.509,1694.433,1.21,0.00,  31.7038, 1512.714,  48838.9,    97.76, 05 Aug 2024, 23:06:00, 1373, 0
HCEP03730715,08/05/2024 23:08:00,  18.2246,  42221.0,    0.806,  7.619,8.03,44.344,1695.542,1.24,1.72,  31.7040, 1512.721,  48839.0,    97.73, 05 Aug 2024, 23:08:00, 1374, 0
HCEP03730715,08/05/2024 23:10:00,  18.2268,  42223.3,    0.807,  7.620,8.03,44.313,1695.253,1.25,0.54,  31.7042, 1512.728,  48839.2,    97.75, 05 Aug 2024, 23:10:00, 1375, 0
HCEP03730715,08/05/2024 23:12:00,  18.2289,  42224.9,    0.808,  7.619,8.03,44.282,1693.405,1.23,1.63,  31.7040, 1512.733,  48838.8,    97.73, 05 Aug 2024, 23:12:00, 1376, 0
HCEP03730715,08/05/2024 23:14:00,  18.2316,  42227.1,    0.807,  7.626,8.03,44.294,1692.938,1.18,1.44,  31.7038, 1512.741,  48838.3,    97.82, 05 Aug 2024, 23:14:00, 1377, 0
HCEP03730715,08/05/2024 23:16:00,  18.2338,  42229.3,    0.806,  7.621,8.03,44.365,1694.674,1.23,0.00,  31.7039, 1512.748,  48838.3,    97.77, 05 Aug 2024, 23:16:00, 1378, 0
HCEP03730715,08/05/2024 23:18:00,  18.2358,  42231.5,    0.807,  7.620,8.03,44.359,1694.031,1.23,0.00,  31.7042, 1512.754,  48838.6,    97.76, 05 Aug 2024, 23:18:00, 1379, 0
HCEP03730715,08/05/2024 23:20:00,  18.2388,  42233.9,    0.806,  7.617,8.03,44.240,1693.822,1.26,0.00,  31.7039, 1512.762,  48838.0,    97.73, 05 Aug 2024, 23:20:00, 1380, 0
HCEP03730715,08/05/2024 23:22:00,  18.2409,  42235.8,    0.807,  7.623,8.03,44.330,1691.220,1.18,2.30,  31.7038, 1512.768,  48837.7,    97.81, 05 Aug 2024, 23:22:00, 1381, 0
HCEP03730715,08/05/2024 23:24:00,  18.2430,  42238.1,    0.807,  7.619,8.03,44.224,1693.693,1.27,0.00,  31.7041, 1512.775,  48838.1,    97.77, 05 Aug 2024, 23:24:00, 1382, 0
HCEP03730715,08/05/2024 23:26:00,  18.2450,  42240.0,    0.807,  7.623,8.03,44.164,1692.023,1.20,0.54,  31.7042, 1512.781,  48838.0,    97.82, 05 Aug 2024, 23:26:00, 1383, 0
HCEP03730715,08/05/2024 23:28:00,  18.2477,  42242.8,    0.809,  7.624,8.03,44.353,1685.363,1.23,1.96,  31.7044, 1512.789,  48838.2,    97.83, 05 Aug 2024, 23:28:00, 1384, 0
HCEP03730715,08/05/2024 23:30:00,  18.2502,  42244.7,    0.808,  7.620,8.03,44.294,1684.833,1.22,1.88,  31.7041, 1512.796,  48837.5,    97.78, 05 Aug 2024, 23:30:00, 1385, 0
HCEP03730715,08/05/2024 23:32:00,  18.2533,  42248.0,    0.808,  7.619,8.03,44.331,1687.127,1.25,0.00,  31.7044, 1512.806,  48837.8,    97.78, 05 Aug 2024, 23:32:00, 1386, 0
HCEP03730715,08/05/2024 23:34:00,  18.2548,  42249.2,    0.809,  7.624,8.03,44.382,1684.657,1.23,1.63,  31.7043, 1512.810,  48837.6,    97.84, 05 Aug 2024, 23:34:00, 1387, 0
HCEP03730715,08/05/2024 23:36:00,  18.2572,  42251.5,    0.808,  7.619,8.03,44.324,1687.143,1.21,1.21,  31.7044, 1512.817,  48837.5,    97.79, 05 Aug 2024, 23:36:00, 1388, 0
HCEP03730715,08/05/2024 23:38:00,  18.2597,  42253.7,    0.809,  7.618,8.03,44.301,1687.014,1.21,0.77,  31.7043, 1512.824,  48837.2,    97.78, 05 Aug 2024, 23:38:00, 1389, 0
HCEP03730715,08/05/2024 23:40:00,  18.2621,  42256.0,    0.809,  7.616,8.03,44.232,1687.143,1.23,1.21,  31.7044, 1512.831,  48837.2,    97.75, 05 Aug 2024, 23:40:00, 1390, 0
HCEP03730715,08/05/2024 23:42:00,  18.2642,  42258.4,    0.810,  7.621,8.03,44.316,1687.159,1.25,0.77,  31.7047, 1512.838,  48837.5,    97.83, 05 Aug 2024, 23:42:00, 1391, 0
HCEP03730715,08/05/2024 23:44:00,  18.2667,  42260.6,    0.808,  7.616,8.03,44.114,1687.720,1.26,0.94,  31.7046, 1512.845,  48837.3,    97.77, 05 Aug 2024, 23:44:00, 1392, 0
HCEP03730715,08/05/2024 23:46:00,  18.2688,  42262.7,    0.808,  7.620,8.03,44.081,1688.106,1.21,2.03,  31.7048, 1512.851,  48837.4,    97.82, 05 Aug 2024, 23:46:00, 1393, 0
HCEP03730715,08/05/2024 23:48:00,  18.2716,  42265.0,    0.809,  7.617,8.03,43.960,1688.298,1.25,1.08,  31.7046, 1512.859,  48837.0,    97.79, 05 Aug 2024, 23:48:00, 1394, 0
HCEP03730715,08/05/2024 23:50:00,  18.2737,  42267.0,    0.810,  7.614,8.03,43.869,1685.603,1.22,1.44,  31.7047, 1512.865,  48836.9,    97.75, 05 Aug 2024, 23:50:00, 1395, 0
HCEP03730715,08/05/2024 23:52:00,  18.2754,  42268.9,    0.808,  7.613,8.03,43.852,1685.475,1.22,1.80,  31.7049, 1512.871,  48837.1,    97.74, 05 Aug 2024, 23:52:00, 1396, 0
HCEP03730715,08/05/2024 23:54:00,  18.2780,  42271.1,    0.809,  7.620,8.03,43.864,1685.956,1.21,1.63,  31.7047, 1512.878,  48836.7,    97.84, 05 Aug 2024, 23:54:00, 1397, 0
HCEP03730715,08/05/2024 23:56:00,  18.2804,  42273.4,    0.809,  7.616,8.03,43.778,1687.993,1.19,1.08,  31.7048, 1512.885,  48836.7,    97.79, 05 Aug 2024, 23:56:00, 1398, 0
HCEP03730715,08/05/2024 23:58:00,  18.2825,  42275.4,    0.810,  7.615,8.03,43.508,1686.325,1.22,0.77,  31.7049, 1512.891,  48836.6,    97.79, 05 Aug 2024, 23:58:00, 1399, 0
HCEP03730715,08/06/2024 00:00:00,  18.2848,  42277.5,    0.810,  7.611,8.03,43.463,1685.956,1.23,1.96,  31.7049, 1512.898,  48836.4,    97.73, 06 Aug 2024, 00:00:00, 1400, 0
HCEP03730715,08/06/2024 00:02:00,  18.2874,  42279.6,    0.809,  7.609,8.03,43.332,1684.145,1.18,1.44,  31.7046, 1512.906,  48835.9,    97.71, 06 Aug 2024, 00:02:00, 1401, 0
HCEP03730715,08/06/2024 00:04:00,  18.2890,  42281.8,    0.810,  7.618,8.03,43.301,1683.359,1.30,1.88,  31.7052, 1512.911,  48836.6,    97.83, 06 Aug 2024, 00:04:00, 1402, 0
HCEP03730715,08/06/2024 00:06:00,  18.2920,  42284.3,    0.810,  7.618,8.03,43.468,1683.872,1.26,0.77,  31.7049, 1512.919,  48836.1,    97.84, 06 Aug 2024, 00:06:00, 1403, 0
HCEP03730715,08/06/2024 00:08:00,  18.2940,  42285.9,    0.809,  7.613,8.03,43.404,1683.375,1.24,1.33,  31.7047, 1512.925,  48835.7,    97.77, 06 Aug 2024, 00:08:00, 1404, 0
HCEP03730715,08/06/2024 00:10:00,  18.2960,  42288.2,    0.809,  7.608,8.03,43.342,1682.494,1.20,1.53,  31.7051, 1512.931,  48836.1,    97.71, 06 Aug 2024, 00:10:00, 1405, 0
HCEP03730715,08/06/2024 00:12:00,  18.2980,  42290.1,    0.809,  7.615,8.03,43.313,1683.055,1.25,1.80,  31.7052, 1512.937,  48836.1,    97.81, 06 Aug 2024, 00:12:00, 1406, 0
HCEP03730715,08/06/2024 00:14:00,  18.3005,  42292.5,    0.810,  7.614,8.03,43.371,1681.757,1.15,1.53,  31.7053, 1512.945,  48836.0,    97.80, 06 Aug 2024, 00:14:00, 1407, 0
HCEP03730715,08/06/2024 00:16:00,  18.3033,  42294.5,    0.809,  7.614,8.03,43.460,1681.341,1.20,1.33,  31.7048, 1512.952,  48835.2,    97.81, 06 Aug 2024, 00:16:00, 1408, 0
HCEP03730715,08/06/2024 00:18:00,  18.3044,  42296.5,    0.810,  7.607,8.03,43.440,1680.748,1.16,2.03,  31.7056, 1512.956,  48836.2,    97.72, 06 Aug 2024, 00:18:00, 1409, 0
HCEP03730715,08/06/2024 00:20:00,  18.3070,  42298.6,    0.810,  7.608,8.03,43.525,1682.126,1.19,2.03,  31.7054, 1512.964,  48835.8,    97.74, 06 Aug 2024, 00:20:00, 1410, 0
HCEP03730715,08/06/2024 00:22:00,  18.3096,  42300.6,    0.810,  7.608,8.03,43.683,1680.316,1.22,1.72,  31.7050, 1512.971,  48835.1,    97.75, 06 Aug 2024, 00:22:00, 1411, 0
HCEP03730715,08/06/2024 00:24:00,  18.3122,  42302.9,    0.809,  7.609,8.03,43.930,1683.135,1.30,1.44,  31.7050, 1512.979,  48834.9,    97.76, 06 Aug 2024, 00:24:00, 1412, 0
HCEP03730715,08/06/2024 00:26:00,  18.3138,  42305.2,    0.810,  7.607,8.03,44.018,1680.716,1.29,1.53,  31.7056, 1512.984,  48835.6,    97.74, 06 Aug 2024, 00:26:00, 1413, 0
HCEP03730715,08/06/2024 00:28:00,  18.3165,  42307.5,    0.810,  7.609,8.03,44.098,1681.949,1.29,1.33,  31.7054, 1512.992,  48835.3,    97.77, 06 Aug 2024, 00:28:00, 1414, 0
HCEP03730715,08/06/2024 00:30:00,  18.3189,  42309.9,    0.811,  7.603,8.03,44.003,1681.245,1.24,1.21,  31.7056, 1512.999,  48835.4,    97.70, 06 Aug 2024, 00:30:00, 1415, 0
HCEP03730715,08/06/2024 00:32:00,  18.3210,  42311.9,    0.810,  7.600,8.03,43.893,1679.772,1.23,1.33,  31.7057, 1513.005,  48835.3,    97.66, 06 Aug 2024, 00:32:00, 1416, 0
HCEP03730715,08/06/2024 00:34:00,  18.3237,  42314.0,    0.810,  7.595,8.03,43.967,1681.309,1.22,1.33,  31.7054, 1513.013,  48834.7,    97.59, 06 Aug 2024, 00:34:00, 1417, 0
HCEP03730715,08/06/2024 00:36:00,  18.3259,  42316.2,    0.810,  7.601,8.03,43.874,1680.364,1.29,1.80,  31.7055, 1513.019,  48834.8,    97.68, 06 Aug 2024, 00:36:00, 1418, 0
HCEP03730715,08/06/2024 00:38:00,  18.3283,  42318.1,    0.810,  7.594,8.03,43.932,1679.292,1.22,1.08,  31.7053, 1513.026,  48834.3,    97.60, 06 Aug 2024, 00:38:00, 1419, 0
HCEP03730715,08/06/2024 00:40:00,  18.3303,  42320.5,    0.811,  7.603,8.03,44.019,1680.060,1.28,1.44,  31.7057, 1513.032,  48834.8,    97.72, 06 Aug 2024, 00:40:00, 1420, 0
HCEP03730715,08/06/2024 00:42:00,  18.3325,  42322.8,    0.811,  7.603,8.03,43.926,1679.405,1.23,0.00,  31.7059, 1513.039,  48834.9,    97.72, 06 Aug 2024, 00:42:00, 1421, 0
HCEP03730715,08/06/2024 00:44:00,  18.3351,  42324.8,    0.811,  7.599,8.03,43.976,1678.620,1.26,0.00,  31.7056, 1513.046,  48834.3,    97.67, 06 Aug 2024, 00:44:00, 1422, 0
HCEP03730715,08/06/2024 00:46:00,  18.3373,  42327.1,    0.811,  7.598,8.03,44.009,1678.540,1.25,0.00,  31.7058, 1513.053,  48834.5,    97.67, 06 Aug 2024, 00:46:00, 1423, 0
HCEP03730715,08/06/2024 00:48:00,  18.3397,  42329.2,    0.810,  7.595,8.03,44.123,1679.164,1.28,1.44,  31.7057, 1513.060,  48834.1,    97.62, 06 Aug 2024, 00:48:00, 1424, 0
HCEP03730715,08/06/2024 00:50:00,  18.3418,  42331.4,    0.811,  7.594,8.03,43.994,1677.564,1.23,0.77,  31.7060, 1513.066,  48834.4,    97.62, 06 Aug 2024, 00:50:00, 1425, 0
HCEP03730715,08/06/2024 00:52:00,  18.3442,  42333.9,    0.811,  7.600,8.03,44.020,1678.044,1.21,0.00,  31.7062, 1513.074,  48834.5,    97.70, 06 Aug 2024, 00:52:00, 1426, 0
HCEP03730715,08/06/2024 00:54:00,  18.3470,  42336.1,    0.811,  7.598,8.03,44.088,1678.460,1.29,0.00,  31.7059, 1513.081,  48834.0,    97.68, 06 Aug 2024, 00:54:00, 1427, 0
HCEP03730715,08/06/2024 00:56:00,  18.3491,  42338.3,    0.811,  7.595,8.03,44.049,1678.236,1.24,0.00,  31.7060, 1513.088,  48834.1,    97.65, 06 Aug 2024, 00:56:00, 1428, 0
HCEP03730715,08/06/2024 00:58:00,  18.3516,  42340.5,    0.811,  7.590,8.03,44.214,1677.836,1.27,0.54,  31.7060, 1513.095,  48833.8,    97.59, 06 Aug 2024, 00:58:00, 1429, 0
HCEP03730715,08/06/2024 01:00:00,  18.3538,  42342.4,    0.811,  7.591,8.03,44.123,1678.636,1.24,0.00,  31.7059, 1513.101,  48833.5,    97.60, 06 Aug 2024, 01:00:00, 1430, 0
HCEP03730715,08/06/2024 01:02:00,  18.3567,  42345.2,    0.811,  7.592,8.03,43.902,1677.516,1.24,0.77,  31.7060, 1513.110,  48833.5,    97.63, 06 Aug 2024, 01:02:00, 1431, 0
HCEP03730715,08/06/2024 01:04:00,  18.3589,  42347.5,    0.811,  7.595,8.03,43.914,1677.404,1.21,0.00,  31.7063, 1513.117,  48833.8,    97.66, 06 Aug 2024, 01:04:00, 1432, 0
HCEP03730715,08/06/2024 01:06:00,  18.3615,  42349.3,    0.812,  7.592,8.03,43.943,1676.781,1.25,0.00,  31.7057, 1513.124,  48832.8,    97.63, 06 Aug 2024, 01:06:00, 1433, 0
HCEP03730715,08/06/2024 01:08:00,  18.3631,  42351.5,    0.811,  7.598,8.03,44.080,1677.052,1.24,1.53,  31.7063, 1513.129,  48833.5,    97.71, 06 Aug 2024, 01:08:00, 1434, 0
HCEP03730715,08/06/2024 01:10:00,  18.3653,  42353.5,    0.812,  7.594,8.03,44.038,1677.484,1.23,0.77,  31.7062, 1513.135,  48833.3,    97.67, 06 Aug 2024, 01:10:00, 1435, 0
HCEP03730715,08/06/2024 01:12:00,  18.3678,  42355.6,    0.811,  7.598,8.03,43.824,1676.973,1.26,1.80,  31.7061, 1513.142,  48833.0,    97.72, 06 Aug 2024, 01:12:00, 1436, 0
HCEP03730715,08/06/2024 01:14:00,  18.3701,  42357.7,    0.811,  7.590,8.03,43.855,1676.413,1.20,0.94,  31.7061, 1513.149,  48832.9,    97.62, 06 Aug 2024, 01:14:00, 1437, 0
HCEP03730715,08/06/2024 01:16:00,  18.3720,  42359.5,    0.812,  7.593,8.03,43.843,1675.582,1.22,1.44,  31.7061, 1513.155,  48832.7,    97.67, 06 Aug 2024, 01:16:00, 1438, 0
HCEP03730715,08/06/2024 01:18:00,  18.3742,  42362.0,    0.812,  7.590,8.03,43.701,1674.862,1.23,1.33,  31.7065, 1513.162,  48833.1,    97.63, 06 Aug 2024, 01:18:00, 1439, 0
HCEP03730715,08/06/2024 01:20:00,  18.3757,  42363.9,    0.812,  7.601,8.03,43.715,1676.733,1.22,0.77,  31.7070, 1513.167,  48833.7,    97.77, 06 Aug 2024, 01:20:00, 1440, 0
HCEP03730715,08/06/2024 01:22:00,  18.3786,  42366.1,    0.812,  7.595,8.03,43.595,1675.214,1.21,0.94,  31.7066, 1513.174,  48833.0,    97.70, 06 Aug 2024, 01:22:00, 1441, 0
HCEP03730715,08/06/2024 01:24:00,  18.3808,  42368.0,    0.813,  7.595,8.03,43.521,1675.230,1.19,0.94,  31.7064, 1513.181,  48832.7,    97.71, 06 Aug 2024, 01:24:00, 1442, 0
HCEP03730715,08/06/2024 01:26:00,  18.3825,  42369.8,    0.812,  7.591,8.03,43.435,1673.424,1.21,0.00,  31.7066, 1513.186,  48832.8,    97.66, 06 Aug 2024, 01:26:00, 1443, 0
HCEP03730715,08/06/2024 01:28:00,  18.3849,  42372.0,    0.813,  7.588,8.03,43.280,1673.232,1.18,0.94,  31.7066, 1513.193,  48832.7,    97.63, 06 Aug 2024, 01:28:00, 1444, 0
HCEP03730715,08/06/2024 01:30:00,  18.3865,  42373.8,    0.813,  7.586,8.03,43.225,1671.125,1.17,1.08,  31.7069, 1513.198,  48833.0,    97.61, 06 Aug 2024, 01:30:00, 1445, 0
HCEP03730715,08/06/2024 01:32:00,  18.3894,  42376.3,    0.813,  7.592,8.03,43.087,1672.338,1.17,1.33,  31.7067, 1513.206,  48832.5,    97.69, 06 Aug 2024, 01:32:00, 1446, 0
HCEP03730715,08/06/2024 01:34:00,  18.3914,  42378.0,    0.813,  7.583,8.03,43.132,1670.917,1.15,1.08,  31.7067, 1513.212,  48832.4,    97.58, 06 Aug 2024, 01:34:00, 1447, 0
HCEP03730715,08/06/2024 01:36:00,  18.3937,  42380.3,    0.813,  7.583,8.03,43.234,1670.677,1.12,1.44,  31.7069, 1513.219,  48832.4,    97.57, 06 Aug 2024, 01:36:00, 1448, 0
HCEP03730715,08/06/2024 01:38:00,  18.3960,  42382.3,    0.813,  7.584,8.03,43.132,1671.811,1.19,0.00,  31.7067, 1513.225,  48832.1,    97.60, 06 Aug 2024, 01:38:00, 1449, 0
HCEP03730715,08/06/2024 01:40:00,  18.3982,  42384.3,    0.814,  7.586,8.03,43.243,1670.278,1.19,0.77,  31.7067, 1513.232,  48831.9,    97.62, 06 Aug 2024, 01:40:00, 1450, 0
HCEP03730715,08/06/2024 01:42:00,  18.4000,  42386.5,    0.813,  7.581,8.03,43.129,1669.911,1.16,1.72,  31.7071, 1513.238,  48832.4,    97.56, 06 Aug 2024, 01:42:00, 1451, 0
HCEP03730715,08/06/2024 01:44:00,  18.4026,  42388.8,    0.815,  7.582,8.03,43.196,1669.783,1.14,1.96,  31.7070, 1513.245,  48832.1,    97.59, 06 Aug 2024, 01:44:00, 1452, 0
HCEP03730715,08/06/2024 01:46:00,  18.4048,  42390.7,    0.814,  7.582,8.02,43.331,1669.273,1.14,1.80,  31.7069, 1513.251,  48831.9,    97.58, 06 Aug 2024, 01:46:00, 1453, 0
HCEP03730715,08/06/2024 01:48:00,  18.4067,  42392.9,    0.815,  7.585,8.03,43.266,1670.151,1.15,2.03,  31.7072, 1513.257,  48832.1,    97.62, 06 Aug 2024, 01:48:00, 1454, 0
HCEP03730715,08/06/2024 01:50:00,  18.4095,  42395.5,    0.814,  7.586,8.02,43.293,1670.774,1.23,1.33,  31.7073, 1513.266,  48832.1,    97.64, 06 Aug 2024, 01:50:00, 1455, 0
HCEP03730715,08/06/2024 01:52:00,  18.4118,  42397.7,    0.814,  7.581,8.02,43.301,1668.762,1.18,1.08,  31.7074, 1513.272,  48832.0,    97.59, 06 Aug 2024, 01:52:00, 1456, 0
HCEP03730715,08/06/2024 01:54:00,  18.4140,  42399.8,    0.813,  7.582,8.02,43.707,1668.651,1.21,1.08,  31.7074, 1513.279,  48831.9,    97.60, 06 Aug 2024, 01:54:00, 1457, 0
HCEP03730715,08/06/2024 01:56:00,  18.4164,  42401.7,    0.814,  7.579,8.02,43.601,1668.332,1.22,1.08,  31.7071, 1513.286,  48831.4,    97.57, 06 Aug 2024, 01:56:00, 1458, 0
HCEP03730715,08/06/2024 01:58:00,  18.4190,  42404.3,    0.814,  7.579,8.02,43.450,1668.108,1.18,0.77,  31.7073, 1513.293,  48831.5,    97.58, 06 Aug 2024, 01:58:00, 1459, 0
HCEP03730715,08/06/2024 02:00:00,  18.4206,  42406.2,    0.815,  7.579,8.02,43.540,1667.391,1.19,0.00,  31.7077, 1513.298,  48831.9,    97.57, 06 Aug 2024, 02:00:00, 1460, 0
HCEP03730715,08/06/2024 02:02:00,  18.4231,  42408.1,    0.815,  7.581,8.02,43.423,1666.897,1.14,0.00,  31.7073, 1513.305,  48831.3,    97.61, 06 Aug 2024, 02:02:00, 1461, 0
HCEP03730715,08/06/2024 02:04:00,  18.4257,  42410.4,    0.816,  7.578,8.02,43.566,1666.562,1.17,1.21,  31.7072, 1513.313,  48830.9,    97.57, 06 Aug 2024, 02:04:00, 1462, 0
HCEP03730715,08/06/2024 02:06:00,  18.4283,  42413.0,    0.815,  7.573,8.02,43.675,1666.976,1.17,0.94,  31.7074, 1513.321,  48831.0,    97.51, 06 Aug 2024, 02:06:00, 1463, 0
HCEP03730715,08/06/2024 02:08:00,  18.4307,  42415.5,    0.816,  7.576,8.02,43.707,1667.232,1.26,1.21,  31.7077, 1513.328,  48831.3,    97.56, 06 Aug 2024, 02:08:00, 1464, 0
HCEP03730715,08/06/2024 02:10:00,  18.4327,  42417.6,    0.816,  7.580,8.02,43.560,1666.131,1.21,0.54,  31.7078, 1513.334,  48831.3,    97.61, 06 Aug 2024, 02:10:00, 1465, 0
HCEP03730715,08/06/2024 02:12:00,  18.4354,  42420.0,    0.815,  7.580,8.02,43.630,1666.147,1.21,1.72,  31.7078, 1513.342,  48831.1,    97.62, 06 Aug 2024, 02:12:00, 1466, 0
HCEP03730715,08/06/2024 02:14:00,  18.4381,  42422.0,    0.816,  7.578,8.02,43.551,1666.610,1.21,0.77,  31.7074, 1513.349,  48830.4,    97.59, 06 Aug 2024, 02:14:00, 1467, 0
HCEP03730715,08/06/2024 02:16:00,  18.4397,  42424.2,    0.816,  7.577,8.02,43.549,1667.152,1.18,0.54,  31.7080, 1513.354,  48831.2,    97.59, 06 Aug 2024, 02:16:00, 1468, 0
HCEP03730715,08/06/2024 02:18:00,  18.4423,  42426.0,    0.816,  7.582,8.02,43.636,1665.159,1.22,1.44,  31.7075, 1513.361,  48830.3,    97.65, 06 Aug 2024, 02:18:00, 1469, 0
HCEP03730715,08/06/2024 02:20:00,  18.4445,  42428.4,    0.816,  7.576,8.02,43.555,1665.749,1.20,1.21,  31.7078, 1513.368,  48830.6,    97.58, 06 Aug 2024, 02:20:00, 1470, 0
HCEP03730715,08/06/2024 02:22:00,  18.4471,  42431.0,    0.817,  7.571,8.02,43.793,1664.569,1.22,0.94,  31.7080, 1513.376,  48830.7,    97.52, 06 Aug 2024, 02:22:00, 1471, 0
HCEP03730715,08/06/2024 02:24:00,  18.4496,  42432.8,    0.817,  7.578,8.02,43.671,1665.031,1.20,1.21,  31.7076, 1513.383,  48830.0,    97.61, 06 Aug 2024, 02:24:00, 1472, 0
HCEP03730715,08/06/2024 02:26:00,  18.4521,  42435.5,    0.817,  7.578,8.02,43.824,1663.741,1.23,1.21,  31.7078, 1513.391,  48830.2,    97.62, 06 Aug 2024, 02:26:00, 1473, 0
HCEP03730715,08/06/2024 02:28:00,  18.4537,  42437.5,    0.817,  7.573,8.02,43.852,1665.924,1.21,1.08,  31.7083, 1513.396,  48830.7,    97.57, 06 Aug 2024, 02:28:00, 1474, 0
HCEP03730715,08/06/2024 02:30:00,  18.4566,  42439.9,    0.817,  7.574,8.02,43.730,1664.331,1.19,0.54,  31.7081, 1513.404,  48830.2,    97.58, 06 Aug 2024, 02:30:00, 1475, 0
HCEP03730715,08/06/2024 02:32:00,  18.4588,  42441.9,    0.816,  7.576,8.02,43.778,1663.550,1.19,1.44,  31.7080, 1513.410,  48830.0,    97.61, 06 Aug 2024, 02:32:00, 1476, 0
HCEP03730715,08/06/2024 02:34:00,  18.4613,  42444.2,    0.816,  7.570,8.02,43.735,1664.506,1.23,0.00,  31.7080, 1513.417,  48829.9,    97.53, 06 Aug 2024, 02:34:00, 1477, 0
HCEP03730715,08/06/2024 02:36:00,  18.4633,  42446.2,    0.817,  7.566,8.02,43.775,1663.343,1.24,1.72,  31.7081, 1513.424,  48829.9,    97.48, 06 Aug 2024, 02:36:00, 1478, 0
HCEP03730715,08/06/2024 02:38:00,  18.4656,  42448.7,    0.816,  7.574,8.02,43.561,1664.378,1.22,0.00,  31.7085, 1513.431,  48830.2,    97.59, 06 Aug 2024, 02:38:00, 1479, 0
HCEP03730715,08/06/2024 02:40:00,  18.4682,  42450.9,    0.817,  7.567,8.02,43.676,1663.327,1.23,1.21,  31.7082, 1513.438,  48829.8,    97.50, 06 Aug 2024, 02:40:00, 1480, 0
HCEP03730715,08/06/2024 02:42:00,  18.4705,  42452.9,    0.817,  7.569,8.02,43.716,1662.403,1.16,1.44,  31.7082, 1513.445,  48829.5,    97.54, 06 Aug 2024, 02:42:00, 1481, 0
HCEP03730715,08/06/2024 02:44:00,  18.4728,  42455.1,    0.817,  7.574,8.02,43.638,1664.092,1.20,0.94,  31.7083, 1513.451,  48829.5,    97.61, 06 Aug 2024, 02:44:00, 1482, 0
HCEP03730715,08/06/2024 02:46:00,  18.4751,  42457.3,    0.818,  7.566,8.02,43.623,1663.773,1.18,0.77,  31.7084, 1513.458,  48829.5,    97.51, 06 Aug 2024, 02:46:00, 1483, 0
HCEP03730715,08/06/2024 02:48:00,  18.4776,  42459.9,    0.817,  7.571,8.02,43.529,1662.180,1.21,1.44,  31.7086, 1513.466,  48829.6,    97.57, 06 Aug 2024, 02:48:00, 1484, 0
HCEP03730715,08/06/2024 02:50:00,  18.4800,  42462.3,    0.816,  7.572,8.02,43.505,1662.021,1.17,1.21,  31.7087, 1513.473,  48829.7,    97.60, 06 Aug 2024, 02:50:00, 1485, 0
HCEP03730715,08/06/2024 02:52:00,  18.4825,  42464.3,    0.817,  7.572,8.02,43.654,1662.515,1.23,1.21,  31.7084, 1513.480,  48829.1,    97.59, 06 Aug 2024, 02:52:00, 1486, 0
HCEP03730715,08/06/2024 02:54:00,  18.4843,  42466.2,    0.817,  7.576,8.02,43.657,1660.971,1.19,0.94,  31.7086, 1513.485,  48829.3,    97.66, 06 Aug 2024, 02:54:00, 1487, 0
HCEP03730715,08/06/2024 02:56:00,  18.4866,  42467.5,    0.817,  7.578,8.02,43.770,1660.684,1.19,1.08,  31.7079, 1513.491,  48828.2,    97.68, 06 Aug 2024, 02:56:00, 1488, 0
HCEP03730715,08/06/2024 02:58:00,  18.4889,  42470.4,    0.817,  7.574,8.02,43.698,1659.872,1.14,1.08,  31.7086, 1513.499,  48829.0,    97.64, 06 Aug 2024, 02:58:00, 1489, 0
HCEP03730715,08/06/2024 03:00:00,  18.4914,  42472.4,    0.817,  7.568,8.02,43.617,1660.366,1.21,0.00,  31.7083, 1513.506,  48828.5,    97.56, 06 Aug 2024, 03:00:00, 1490, 0
HCEP03730715,08/06/2024 03:02:00,  18.4934,  42474.5,    0.816,  7.565,8.02,43.629,1660.207,1.17,0.00,  31.7086, 1513.512,  48828.7,    97.54, 06 Aug 2024, 03:02:00, 1491, 0
HCEP03730715,08/06/2024 03:04:00,  18.4953,  42476.5,    0.817,  7.571,8.02,43.529,1660.796,1.15,2.24,  31.7087, 1513.517,  48828.8,    97.61, 06 Aug 2024, 03:04:00, 1492, 0
HCEP03730715,08/06/2024 03:06:00,  18.4974,  42478.4,    0.817,  7.570,8.02,43.451,1659.761,1.17,1.21,  31.7087, 1513.524,  48828.6,    97.60, 06 Aug 2024, 03:06:00, 1493, 0
HCEP03730715,08/06/2024 03:08:00,  18.4998,  42480.6,    0.817,  7.571,8.02,43.380,1660.493,1.16,1.33,  31.7087, 1513.531,  48828.4,    97.62, 06 Aug 2024, 03:08:00, 1494, 0
